Symbol,Date,Open,High,Low,Close,Adj Close,Volume
C,12/30/2019,80.150002,80.419998,79.339996,79.510002,78.986298,10084900
C,12/31/2019,79.32,79.940002,79.099998,79.889999,79.363792,8031200
C,1/2/2020,80.129997,81.260002,80.029999,81.230003,80.694969,12728900
C,1/3/2020,79.800003,80.519997,79.449997,79.699997,79.175041,12437400
C,1/6/2020,78.720001,79.550003,78.720001,79.449997,78.926689,10059500
C,1/7/2020,79.290001,79.300003,78.730003,78.760002,78.241241,10469100
C,1/8/2020,78.769997,80,78.68,79.360001,78.837288,11292400
C,1/9/2020,80.980003,80.980003,79.730003,80.080002,79.552544,12895900
C,1/10/2020,80,80.010002,79.07,79.25,78.728012,10062100
C,1/13/2020,79.5,80.720001,79,80.650002,80.11879,16566300
C,1/14/2020,81.199997,83.110001,80.970001,81.910004,81.370491,24971800
C,1/15/2020,81.730003,82.050003,80.730003,81.239998,80.704903,16063600
C,1/16/2020,81.959999,82.129997,80.849998,81,80.466484,10426000
C,1/17/2020,81.160004,81.400002,80.809998,81.120003,80.585693,12413100
C,1/21/2020,80.480003,80.910004,79.870003,79.900002,79.373734,10522000
C,1/22/2020,80.199997,80.480003,79.860001,80.099998,79.572411,8045600
C,1/23/2020,79.580002,80.080002,78.919998,79.800003,79.274391,11618200
C,1/24/2020,79.620003,79.669998,77.639999,78.419998,77.903473,15036100
C,1/27/2020,76.260002,77,75.849998,76.709999,76.204742,15859600
C,1/28/2020,77.209999,78.129997,76.779999,77.239998,76.731247,10960200
C,1/29/2020,77.540001,77.900002,76.410004,76.480003,75.976257,9478900
C,1/30/2020,75.739998,77.540001,75.5,77.43,76.919998,12498200
C,1/31/2020,75.959999,76.18,73.910004,74.410004,74.410004,17101200
