Symbol,Date,Open,High,Low,Close,Adj Close,Volume
JPM,2019-08-01,115.330002,116.800003,112.599998,112.940002,111.327759,15656000
JPM,2019-08-02,112.400002,113.43,111.400002,112.93,111.317902,11025500
JPM,2019-08-05,110.790001,110.980003,108.269997,109.57,108.005859,15855300
JPM,2019-08-06,110.050003,110.5,108.339996,110.43,108.853584,10203500
JPM,2019-08-07,108,108.279999,105.940002,108.029999,106.487846,17320900
JPM,2019-08-08,109.050003,110.080002,108.720001,109.860001,108.291725,10903300
JPM,2019-08-09,109.349998,110.449997,108.290001,109.739998,108.173431,9980800
JPM,2019-08-12,108.440002,108.510002,107.209999,107.68,106.142838,8437200
JPM,2019-08-13,107.949997,110.330002,107.029999,109.339996,107.779144,12124700
JPM,2019-08-14,106.300003,106.910004,104.449997,104.800003,103.303955,19491800
JPM,2019-08-15,104.82,106.379997,104.339996,105.199997,103.698242,13365600
JPM,2019-08-16,106.370003,107.980003,105.870003,107.720001,106.182274,11830600
JPM,2019-08-19,109.629997,109.75,108.419998,108.690002,107.138428,8265400
JPM,2019-08-20,107.849998,108.440002,107.239998,107.309998,105.778122,8374000
JPM,2019-08-21,108.209999,108.43,107.449997,107.610001,106.073845,8189300
JPM,2019-08-22,108.370003,109.269997,107.93,108.720001,107.167999,9343400
JPM,2019-08-23,108,108.779999,105.110001,106.019997,104.506538,14762300
JPM,2019-08-26,106.620003,106.989998,106.010002,106.870003,105.344414,8209500
JPM,2019-08-27,107.349998,107.559998,104.839996,105.739998,104.23053,14331800
JPM,2019-08-28,105.080002,107.209999,105.040001,106.800003,105.275406,10585500
JPM,2019-08-29,108.139999,109.889999,108.019997,109.220001,107.660866,10002200
JPM,2019-08-30,109.839996,110.559998,109.470001,109.860001,108.291725,10170300
JPM,2019-09-03,108.980003,108.989998,107.32,108.559998,107.010284,9868800
JPM,2019-09-04,109.449997,110.220001,108.559998,109.870003,108.301582,6929200
JPM,2019-09-05,111.25,113.720001,111.199997,112.370003,110.765892,13224700
JPM,2019-09-06,112.660004,112.980003,111.959999,112.610001,111.002464,7836600
JPM,2019-09-09,113.709999,116.059998,113.599998,115.400002,113.75264,13985100
JPM,2019-09-10,116.300003,117.269997,115.730003,116.870003,115.20166,14333100
JPM,2019-09-11,116.889999,117.199997,115.379997,117.190002,115.51709,9919200
JPM,2019-09-12,116.550003,118.470001,115.919998,117.910004,116.226814,12283500
JPM,2019-09-13,119,120.400002,118.75,120.230003,118.513687,16257200
JPM,2019-09-16,118.900002,119.870003,118.379997,119.160004,117.458969,11993900
JPM,2019-09-17,118.419998,118.610001,117.239998,118.57,116.87738,10735400
JPM,2019-09-18,118.32,120.080002,117.75,119.760002,118.0504,10665600
JPM,2019-09-19,119.699997,120.339996,119.089996,119.379997,117.675819,9382600
JPM,2019-09-20,119.739998,120.339996,118.870003,118.900002,117.202675,21862800
JPM,2019-09-23,117.779999,119.120003,117.68,118.879997,117.182961,9135100
JPM,2019-09-24,118.75,119.260002,117.040001,117.330002,115.65509,11696500
JPM,2019-09-25,117.269997,118.360001,117.120003,118,116.315521,9389400
JPM,2019-09-26,117.879997,118.050003,116.949997,117.029999,115.359367,9899200
JPM,2019-09-27,117.959999,118.639999,117.279999,117.720001,116.03952,10207800
JPM,2019-09-30,118.360001,118.769997,117.220001,117.690002,116.009949,9755000
JPM,2019-10-01,118.400002,119,115.410004,115.550003,113.900497,11250300
JPM,2019-10-02,114.809998,114.900002,112.93,113.25,111.633331,12548700
JPM,2019-10-03,112.269997,112.910004,110.519997,112.190002,111.474358,12735200
JPM,2019-10-04,112.339996,114.940002,112.269997,114.620003,113.888855,9453100
JPM,2019-10-07,114.190002,115.5,114.07,114.370003,113.64045,6771600
JPM,2019-10-08,113.059998,113.059998,111.660004,111.82,111.106712,10806300
JPM,2019-10-09,112.669998,113.160004,112.07,112.629997,111.911545,7273700
JPM,2019-10-10,113.139999,115.400002,113,114.209999,113.481468,10994100
JPM,2019-10-11,116.029999,117.989998,115.870003,116.139999,115.399155,15076500
JPM,2019-10-14,115.849998,116.870003,115.660004,116.449997,115.707176,8779000
JPM,2019-10-15,118.849998,121.589996,117.870003,119.959999,119.194786,23379000
JPM,2019-10-16,119.959999,120.620003,119.379997,119.68,118.916573,11087700
JPM,2019-10-17,120.75,121.57,119.879997,120.349998,119.582298,10818500
JPM,2019-10-18,120,121.019997,119.860001,120.559998,119.790962,10417400
JPM,2019-10-21,122.050003,123.769997,121.989998,123.550003,122.761894,12714600
JPM,2019-10-22,123.449997,125.099998,123.120003,124.790001,123.99398,12549100
JPM,2019-10-23,124.199997,125.150002,124.169998,125.120003,124.321877,8828300
JPM,2019-10-24,125.290001,125.660004,124.07,125.029999,124.232445,8020500
JPM,2019-10-25,125,126.650002,124.75,126.029999,125.226067,9055700
JPM,2019-10-28,126.57,127.209999,126.400002,126.510002,125.703011,9522200
