Symbol,Date,Open,High,Low,Close,Adj Close,Volume
JPM,10/3/2019,112.269997,112.910004,110.519997,112.190002,111.474358,12735200
JPM,10/4/2019,112.339996,114.940002,112.269997,114.620003,113.888855,9453100
JPM,10/7/2019,114.190002,115.5,114.07,114.370003,113.64045,6771600
JPM,10/8/2019,113.059998,113.059998,111.660004,111.82,111.106712,10806300
JPM,10/9/2019,112.669998,113.160004,112.07,112.629997,111.911545,7273700
JPM,10/10/2019,113.139999,115.400002,113,114.209999,113.481468,10994100
JPM,10/11/2019,116.029999,117.989998,115.870003,116.139999,115.399155,15076500
JPM,10/14/2019,115.849998,116.870003,115.660004,116.449997,115.707176,8779000
JPM,10/15/2019,118.849998,121.589996,117.870003,119.959999,119.194786,23379000
JPM,10/16/2019,119.959999,120.620003,119.379997,119.68,118.916573,11087700
JPM,10/17/2019,120.75,121.57,119.879997,120.349998,119.582298,10818500
JPM,10/18/2019,120,121.019997,119.860001,120.559998,119.790962,10417400
JPM,10/21/2019,122.050003,123.769997,121.989998,123.550003,122.761894,12714600
JPM,10/22/2019,123.449997,125.099998,123.120003,124.790001,123.99398,12549100
JPM,10/23/2019,124.199997,125.150002,124.169998,125.120003,124.321877,8828300
JPM,10/24/2019,125.290001,125.660004,124.07,125.029999,124.232445,8020500
JPM,10/25/2019,125,126.650002,124.75,126.029999,125.226067,9055700
JPM,10/28/2019,126.57,127.209999,126.400002,126.510002,125.703011,9522200
JPM,10/29/2019,126.059998,127.419998,125.940002,126.43,125.62352,9797300
JPM,10/30/2019,126.050003,126.260002,124.919998,125.730003,124.927986,8513300
JPM,10/31/2019,125.489998,125.730003,123.860001,124.919998,124.123146,11589000
JPM,11/1/2019,126.199997,127.989998,126.019997,127.800003,126.984779,11682600
JPM,11/4/2019,129.080002,129.419998,128.559998,128.820007,127.998276,9159900
JPM,11/5/2019,129.389999,130.300003,128.839996,129.100006,128.276489,13747600
JPM,11/6/2019,128.690002,129.839996,128.580002,129.300003,128.47522,11231100
JPM,11/7/2019,130.429993,131.289993,129.919998,130,129.170746,13528900
JPM,11/8/2019,129.880005,130.399994,129.25,130.380005,129.548325,9293400
JPM,11/11/2019,129.600006,130.100006,129.350006,129.919998,129.091248,8679000
JPM,11/12/2019,129.630005,130.619995,129.009995,129.160004,128.336105,9099000
JPM,11/13/2019,128.130005,128.820007,127.419998,128.479996,127.660439,8023300
JPM,11/14/2019,127.720001,128.839996,127.589996,128.600006,127.779678,8483400
JPM,11/15/2019,129.229996,129.529999,128.399994,129.529999,128.703735,10163600
JPM,11/18/2019,129.559998,130.649994,128.990005,130.619995,129.786789,8749300
JPM,11/19/2019,130.990005,131.25,130.179993,130.580002,129.74704,8824500
JPM,11/20/2019,130.300003,130.619995,128.940002,129.630005,128.803116,11782800
JPM,11/21/2019,130,130.720001,129.389999,129.929993,129.101181,7705100
JPM,11/22/2019,130.149994,131.220001,130.100006,130.789993,129.955704,8167900
JPM,11/25/2019,131.25,132.070007,130.869995,131.490005,130.651245,10068500
JPM,11/26/2019,131.820007,131.820007,130.360001,131.669998,130.830093,10490700
JPM,11/27/2019,132.289993,132.429993,131.649994,132.059998,131.217606,6607900
JPM,11/29/2019,131.869995,132.410004,131.449997,131.759995,130.91951,5712000
JPM,12/2/2019,132.309998,132.740005,131.350006,131.470001,130.631363,8615600
JPM,12/3/2019,129.770004,129.960007,128.589996,129.779999,128.952148,10361300
JPM,12/4/2019,130.380005,132.470001,129.990005,132.339996,131.495819,10318200
JPM,12/5/2019,132.679993,133.309998,132.179993,133.059998,132.211227,9587400
JPM,12/6/2019,134.690002,135.779999,134.649994,135.039993,134.178589,10170600
JPM,12/9/2019,134.630005,135.460007,134.410004,134.410004,133.552612,8498200
JPM,12/10/2019,133.25,134.770004,132.880005,134.5,133.642044,7532900
JPM,12/11/2019,134.289993,135.020004,134.009995,134.179993,133.324066,9011900
JPM,12/12/2019,134.490005,138.470001,134.210007,138.020004,137.139587,13717400
JPM,12/13/2019,137.949997,138.830002,136.220001,136.809998,135.937302,10592100
JPM,12/16/2019,138.380005,138.839996,137.320007,137.339996,136.463913,11372000
JPM,12/17/2019,137.729996,138.669998,137.229996,138.179993,137.298553,11546800
JPM,12/18/2019,138.149994,139.020004,137.720001,138.039993,137.159454,10381500
JPM,12/19/2019,137.759995,138.220001,137.100006,137.350006,136.473862,9350400
JPM,12/20/2019,138.020004,138.880005,136.899994,137.240005,136.364563,29992600
JPM,12/23/2019,137.600006,137.910004,136.880005,137.199997,136.324814,9738400
JPM,12/24/2019,137.330002,137.630005,137.059998,137.580002,136.702393,3324300
JPM,12/26/2019,137.889999,139.100006,137.779999,139.039993,138.153076,6770900
JPM,12/27/2019,139.300003,139.770004,138.669998,139.139999,138.252441,7868200
JPM,12/30/2019,139.899994,140.080002,138.470001,138.630005,137.745697,6963000
JPM,12/31/2019,138.509995,139.479996,138.289993,139.399994,138.510773,7201600
JPM,1/2/2020,139.789993,141.100006,139.259995,141.089996,140.190002,10803700
JPM,1/3/2020,137.5,139.229996,137.080002,138.339996,138.339996,10386800
JPM,1/6/2020,136.559998,138.270004,136.5,138.229996,138.229996,10259000
JPM,1/7/2020,137.279999,137.860001,135.820007,135.880005,135.880005,10531300
JPM,1/8/2020,135.699997,137.580002,135.600006,136.940002,136.940002,9695300
JPM,1/9/2020,138.050003,138.229996,137.039993,137.440002,137.440002,9469000
JPM,1/10/2020,137.210007,137.25,135.809998,136.070007,136.070007,10190900
JPM,1/13/2020,136.190002,137.199997,135.759995,137.199997,137.199997,12355200
JPM,1/14/2020,137.940002,140.759995,137.690002,138.800003,138.800003,24906000
JPM,1/15/2020,137.850006,138.600006,136.149994,136.720001,136.720001,16293400
JPM,1/16/2020,137.449997,137.899994,136.839996,137.25,137.25,10783800
JPM,1/17/2020,137.539993,138.289993,137.320007,138.199997,138.199997,14697700
JPM,1/21/2020,137.190002,138.070007,136.690002,136.839996,136.839996,8474200
JPM,1/22/2020,137.240005,137.399994,136.380005,136.679993,136.679993,7549100
JPM,1/23/2020,135.710007,136.740005,134.720001,136.539993,136.539993,9345700
JPM,1/24/2020,136.369995,136.429993,132.320007,133.149994,133.149994,15166400
JPM,1/27/2020,130.270004,132.940002,129.710007,132.029999,132.029999,12860500
JPM,1/28/2020,132.839996,134.970001,132.479996,134.429993,134.429993,13062800
JPM,1/29/2020,134.809998,135.539993,133.690002,134.229996,134.229996,9326000
JPM,1/30/2020,132.690002,136.130005,132.690002,135.889999,135.889999,9048900
JPM,1/31/2020,134.490005,134.830002,131.470001,132.360001,132.360001,12776100
